,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
351,501029.SH,红利基金LOF,华宝基金,中国银行,股票型,20170118,,20170213,20161201,,4.0232,0.75,0.15,,1.0,0.01,,标普中国A股红利机会指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170213,20170213,E
352,513050.SH,中概互联网ETF,易方达基金,招商银行,股票型,20170104,,20170118,20161212,,3.0143,0.6,0.25,,1.0,0.1,,中证海外中国互联网50指数,L,被动指数型,契约型开放式,,20170118,20170118,E
353,168401.SZ,红土精选,红土创新基金,中国工商银行,混合型,20161230,,20170703,20161125,,2.1052,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20190103,20190103,E
354,511650.SH,华夏快线ETF,华夏基金,招商证券,货币市场型,20161229,,20170116,20161212,,41.3103,0.3,0.08,,100.0,0.1,,七天通知存款利率(税后),L,货币型,契约型开放式,,20170116,20170116,E
355,501012.SH,中药基金LOFC,汇添富基金,中国建设银行,股票型,20161229,,20170220,20161128,,1.552,0.75,0.1,,1.0,0.01,,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
356,501031.SH,环境治理LOFC,汇添富基金,中国工商银行,股票型,20161229,,20170220,20161128,,0.7582,1.0,0.1,,1.0,0.01,,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
357,501011.SH,中药基金LOF,汇添富基金,中国建设银行,股票型,20161229,,20170220,20161128,,1.2071,0.75,0.1,,1.0,0.01,,中证中药指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
358,501030.SH,环境治理LOF,汇添富基金,中国工商银行,股票型,20161229,,20170220,20161128,,2.7212,1.0,0.1,,1.0,0.01,,中证环境治理指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
359,160323.SZ,华夏磐泰,华夏基金,中国工商银行,混合型,20161226,,20170315,20161123,,2.3543,1.0,0.2,,1.0,0.1,,上证国债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20180626,20180626,E
360,501009.SH,生物科技LOF,汇添富基金,中国建设银行,股票型,20161222,,20170220,20161128,,1.6499,0.75,0.1,,1.0,0.01,,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
361,501007.SH,互联网医疗LOF,汇添富基金,中国工商银行,股票型,20161222,,20170220,20161128,,1.2946,0.75,0.1,,1.0,0.01,,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
362,501008.SH,互联网医疗LOFC,汇添富基金,中国工商银行,股票型,20161222,,20170220,20161128,,0.9665,0.75,0.1,,1.0,0.01,,中证互联网医疗主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
363,501010.SH,生物科技LOFC,汇添富基金,中国建设银行,股票型,20161222,,20170220,20161128,,0.6987,0.75,0.1,,1.0,0.01,,中证生物科技主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170220,20170220,E
364,168301.SZ,东海祥龙,东海基金,中国工商银行,混合型,20161221,,20170227,20161116,,8.6306,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20180703,20180703,E
365,161129.SZ,原油基金,易方达基金,招商银行,另类投资型,20161219,,20170215,20161205,,0.6784,1.0,0.25,,1.0,0.001,,标普高盛原油商品指数(S&P GSCI Crude Oil Index ER)收益率,L,原油主题基金,契约型开放式,,20170215,20170215,E
366,162717.SZ,再融资,广发基金,中国工商银行,混合型,20161219,,20161229,20161107,,3.1785,0.6,0.2,,1.0,0.001,,中证800指数收益率*55%+中证全债指数收益率*45%,L,灵活配置型,契约型开放式,,20180329,20180301,E
367,168106.SZ,盈华A,九泰基金,渤海银行,混合型,20161219,,20170616,20161107,,0.328,1.0,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,L,灵活配置型,契约型开放式,,20181219,20181219,E
368,161128.SZ,标普科技,易方达基金,中国建设银行,股票型,20161213,,20161227,20161128,,3.5819,0.8,0.25,,1.0,0.001,,标普500信息科技指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161227,20161227,E
369,161127.SZ,标普生物,易方达基金,中国建设银行,股票型,20161213,,20161227,20161128,,3.9018,0.8,0.25,,1.0,0.001,,标普生物科技精选行业指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161227,20161227,E
370,161626.SZ,融通通福,融通基金,中国工商银行,债券型,20161213,,20170110,20161213,,2.5228,0.7,0.2,,1.0,,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20161228,20161228,E
371,169201.SZ,浙商鼎盈,浙商资管,中国工商银行,混合型,20161207,,20170316,20161025,,2.2736,1.5,0.25,,1.0,0.1,,沪深300指数收益率*70%+中国债券总指数收益率*30%,L,灵活配置型,契约型开放式,,20180607,20180607,E
372,160922.SZ,恒生中小,大成基金,中国农业银行,股票型,20161202,,20161212,20161107,,7.8837,1.0,0.25,,1.0,0.0001,,恒生综合中小型股指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161208,20161208,E
373,161125.SZ,标普500,易方达基金,中国建设银行,股票型,20161202,,20161214,20161114,,6.932,0.8,0.25,,1.0,0.001,,标普500指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161214,20161214,E
374,161126.SZ,标普医药,易方达基金,中国建设银行,股票型,20161128,,20161214,20161114,,2.1717,0.8,0.25,,1.0,0.001,,标普500医疗保健等权重指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161214,20161214,E
375,501300.SH,美元债LOF,海富通基金,中国银行,债券型,20161128,,20170216,20161114,,1.3975,0.9,0.25,,1.0,0.001,,巴克莱资本美国综合债券指数收益率*90%+商业银行活期存款基准利率(税后)*10%,L,债券型,契约型开放式,,20170216,20170216,E
376,501028.SH,财通福瑞混合LOF,财通基金,中国工商银行,混合型,20161122,,20170220,20161017,,30.8238,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,混合型,契约型开放式,,20180511,20180511,E
377,511950.SH,添利货币ETF,广发基金,中国工商银行,货币市场型,20161122,,20161219,20161109,,5.1963,0.18,0.08,,100.0,0.1,,人民币活期存款利率(税后),L,货币型,契约型开放式,,20161219,20161219,E
378,160322.SZ,港股精选,华夏基金,中国建设银行,股票型,20161111,,20170724,20161010,,3.7896,1.5,0.25,,1.0,0.1,,恒生综合指数收益率*90%+同期人民币活期存款利率*10%,L,股票型,契约型开放式,,20170105,20170105,E
379,160223.SZ,创业板基,国泰基金,中国建设银行,股票型,20161111,,20161128,20160928,,2.2575,0.5,0.15,,1.0,0.01,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161128,20161128,E
380,161035.SZ,医药增强,富国基金,交通银行,股票型,20161111,,20161125,20161010,,3.1957,1.2,0.2,,1.0,0.01,,中证医药主题指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20161125,20161125,E
381,501025.SH,香港银行LOF,鹏华基金,中国建设银行,股票型,20161110,,20161124,20161010,,2.5224,0.75,0.15,,1.0,0.1,,中证香港银行投资指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161124,20161124,E
382,164703.SZ,添富纯债,汇添富基金,中国工商银行,债券型,20161107,,20161202,20161107,,3.3281,0.3,0.1,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20161110,20161110,E
383,161124.SZ,香港小盘,易方达基金,招商银行,股票型,20161102,,20161110,20161017,,3.9932,0.8,0.25,,1.0,0.001,,恒生综合小型股指数收益率(使用估值汇率折算)*95%+活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161110,20161110,E
384,501050.SH,50AHLOF,华夏基金,中国建设银行,股票型,20161027,,20161128,20160919,,6.8225,0.5,0.1,,1.0,0.1,,上证50AH优选指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161128,20161128,E
385,501022.SH,银华鑫盛LOF,银华基金,中国工商银行,混合型,20161014,,20161110,20160824,,11.0571,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20181015,20181015,E
386,501023.SH,港中小企LOF,鹏华基金,中国银行,股票型,20160929,,20161024,20160829,,5.8129,0.75,0.15,,1.0,0.1,,中证香港中小企业投资主题指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20161024,20161024,E
387,511690.SH,交易货币ETF,大成基金,中国银行,货币市场型,20160929,,20161020,20160908,,25.5155,0.25,0.08,,100.0,0.1,,中国人民银行公布的人民币活期存款基准利率(税后),L,货币型,契约型开放式,,20161020,20161020,E
388,160722.SZ,嘉实惠泽,嘉实基金,中国工商银行,混合型,20160929,,20161209,20160905,,32.72,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20180427,20180427,E
389,165317.SZ,建信丰裕,建信基金,中国银行,混合型,20160929,,20171013,20160815,,6.4086,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合指数收益率(全价)*50%,L,灵活配置型,契约型开放式,,20181009,20181009,E
390,512100.SH,中证1000ETF,南方基金,招商银行,股票型,20160929,,20161104,20160824,,5.8789,0.5,0.1,,1.0,0.1,,中证1000指数,L,被动指数型,契约型开放式,,20161104,20161104,E
391,164814.SZ,工银双债,工银瑞信基金,中国银行,债券型,20160926,,20161010,20160926,,,0.75,0.2,,1.0,,,中债企业债总全价指数收益率*60%+天相可转债指数收益率*40%,L,债券型,契约型开放式,,20161010,20161010,E
392,168105.SZ,九泰泰富,九泰基金,招商证券,混合型,20160926,20210924,20170110,20160822,,3.3563,2.0,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,L,灵活配置型,契约型开放式,,20170919,20170919,E
393,511700.SH,场内货币ETF,平安基金,国泰君安,货币市场型,20160923,,20161017,20160912,,13.8466,0.15,0.05,,100.0,0.1,,同期中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20161017,20161017,E
394,167002.SZ,平安鼎越,平安基金,中国银行,混合型,20160920,,20161219,20160815,,6.7311,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20180521,20180521,E
395,160642.SZ,鹏华增瑞,鹏华基金,中国工商银行,混合型,20160920,,20160929,20160906,,8.0648,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中证综合债指数收益率*40%,L,灵活配置型,契约型开放式,,20181011,20181011,E
396,164210.SZ,天弘同利,天弘基金,中国工商银行,债券型,20160919,,20160930,20160919,,4.0357,0.35,0.1,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20160930,20160930,E
397,501026.SH,财通福享混合LOF,财通基金,中国农业银行,混合型,20160918,,20161215,20160815,,45.8356,1.5,0.25,,1.0,0.1,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,,20180319,20180319,E
398,160421.SZ,华安智增,华安基金,中国工商银行,混合型,20160913,,20161219,20160810,,13.0843,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20180314,20180314,E
399,511660.SH,货币ETF建信添益,建信基金,国泰君安,货币市场型,20160902,,20160921,20160815,,37.8076,0.25,0.08,,100.0,0.1,,同期中国人民银行公布的七天通知存款利率(税前),L,货币型,契约型开放式,,20160921,20160921,E
400,512000.SH,券商ETF,华宝基金,中国建设银行,股票型,20160830,,20160914,20160801,,6.4202,0.5,0.1,,1.0,0.1,,中证全指证券公司指数,L,被动指数型,契约型开放式,,20160914,20160914,E
401,512680.SH,中证军工ETF,广发基金,中国工商银行,股票型,20160830,,20161014,20160725,,8.8893,0.5,0.1,,1.0,0.1,,中证军工指数收益率,L,被动指数型,契约型开放式,,20161014,20161014,E
402,168104.SZ,九泰锐丰,九泰基金,中国工商银行,混合型,20160830,,20161215,20160727,,8.8386,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,L,灵活配置型,契约型开放式,,20180830,20180830,E
403,511600.SH,货币ETF,华安基金,中国建设银行,货币市场型,20160830,,20160927,,,,0.25,0.1,,100.0,,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20160909,20160909,E
404,160522.SZ,博时睿益,博时基金,中国光大银行,混合型,20160819,,20161116,20160718,,6.8395,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20180223,20180223,E
405,160921.SZ,大成定增,大成基金,中国银行,混合型,20160819,,20161121,20160718,,10.0562,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20180820,20180820,E
406,168103.SZ,九泰锐益,九泰基金,中信银行,混合型,20160811,20210810,20161123,20160711,,22.4383,2.0,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债总指数(总值)财富指数收益率*40%,L,灵活配置型,契约型开放式,,20170206,20170206,E
407,512810.SH,军工行业ETF,华宝基金,中国建设银行,股票型,20160805,,20160822,20160711,,5.4479,0.5,0.1,,1.0,0.1,,中证军工指数,L,被动指数型,契约型开放式,,20160822,20160822,E
408,169105.SZ,东证睿华,东证资管,中国银行,混合型,20160804,,20170221,20160728,,63.659,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,L,灵活配置型,契约型开放式,,20190805,20190805,E
409,161834.SZ,银华鑫锐,银华基金,中国建设银行,混合型,20160801,,20160923,20160627,,16.2237,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20190801,20190801,E
410,160520.SZ,弘盈A,博时基金,招商银行,混合型,20160801,,20161026,20160704,,20.4854,1.2,0.2,,1.0,0.01,,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*25%,L,混合型,契约型开放式,,20180201,20180201,E
411,510810.SH,上海国企ETF,汇添富基金,中国工商银行,股票型,20160728,,20160829,20160711,,152.2009,0.45,0.1,,1.0,0.1,,中证上海国企指数,L,被动指数型,契约型开放式,,20160829,20160829,E
412,165525.SZ,基建工程,中信保诚基金,中国银行,股票型,20160727,,20161209,20160727,,0.1036,1.0,0.22,,1.0,,,中证基建工程指数收益率*95%+金融同业存款利率*5%,L,被动指数型,契约型开放式,,20160728,20160728,E
413,512880.SH,证券ETF,国泰基金,中国建设银行,股票型,20160726,,20160808,20160620,,4.2929,0.5,0.1,,1.0,0.1,,中证全指证券公司指数收益率,L,被动指数型,契约型开放式,,20160808,20160808,E
414,512660.SH,军工ETF,国泰基金,中国建设银行,股票型,20160726,,20160808,20160620,,5.8908,0.5,0.1,,1.0,0.1,,中证军工指数收益率,L,被动指数型,契约型开放式,,20160808,20160808,E
415,167001.SZ,平安鼎泰,平安基金,平安银行,混合型,20160721,,20161018,20160620,,13.1888,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,,20180122,20180122,E
416,164403.SZ,农业精选,前海开源基金,中国银河,混合型,20160720,,20160815,20160720,,,1.5,0.25,,1.0,,,中证大农业指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率*10%,L,灵活配置型,契约型开放式,,20160721,20160721,E
417,160635.SZ,医药基金,鹏华基金,中国建设银行,股票型,20160715,,20160801,20160715,,0.3386,0.75,0.15,,1.0,,,中证医药卫生指数收益率*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20160720,20160720,E
418,511970.SH,国寿货币ETF,国寿安保基金,中国工商银行,货币市场型,20160704,,20160718,,,,0.33,0.1,,100.0,,,7天通知存款利率(税后),L,货币型,契约型开放式,,20160704,20160704,E
